ID,Topic,Original A,B,Vote
75,Food,no_evident_not_fabulous_food,no_breakfast_included,
76,Food,no_evident_not_fabulous_food,tasty_food,
77,Food,no_evident_not_fantastic_breakfast,lavish,
78,Food,no_evident_not_fantastic_hotel,ask_for_bread,
79,Food,no_evident_not_feast,slow_service,
80,Food,no_evident_not_filling_breakfast,no_meal,
81,Food,no_evident_not_filling_breakfast,stodgy_pizza,
82,Food,no_evident_not_food,no_big_breakfast_variety,
83,Food,no_evident_not_for_hotel,low_quality_breakfast,
84,Food,no_evident_not_for_hotel,too_few_options,
85,Food,no_evident_not_fresh_breakfast,disproportionate_food_ratio,
86,Food,no_evident_not_fresh_humus,no_meal,
87,Food,no_evident_not_fresh_look,no_proper_plan_tea,
88,Food,no_evident_not_freshly_made_breakfast,not_included_in_price,
89,Food,no_evident_not_freshly_made_breakfast,pay_for_breakfast,
90,Food,no_evident_not_freshly_made_breakfast,slow_service,
91,Food,no_evident_not_freshly_made_croissants,limited_food_options,
92,Food,no_evident_not_freshly_made_croissants,tasty_food,
93,Food,no_evident_not_freshly_made_dinner,ask_for_bread,
94,Food,no_evident_not_freshly_prepared_breakfast,not_included_in_price,
95,Food,no_evident_not_freshly_prepared_breakfast,start_at_7_rather_than_8,
96,Food,no_evident_not_freshmade_food,low_value,
97,Food,no_evident_not_freshmade_food,stodgy_pizza,
98,Food,no_evident_not_friendly,below_average_breakfast,
99,Food,no_evident_not_friendly,not_great,
100,Food,no_evident_not_friendly_chef,not_great,
101,Food,no_evident_not_friendly_person,stodgy_pizza,
102,Food,no_evident_not_good_arabic_food,ask_for_bread,
103,Food,no_evident_not_good_arabic_food,good_breakfast,
104,Food,no_evident_not_good_arabic_food,same_breakfast,
105,Food,no_evident_not_good_breakfast,not_a_bar_or_restaurant,
106,Food,no_evident_not_good_cook,low_value,
107,Food,no_evident_not_good_cook,no_ordinary_tea,
108,Food,no_evident_not_good_dinner,no_breakfast,
109,Food,no_evident_not_good_dinner,not_included_in_price,
110,Food,no_evident_not_good_food,bad_breakfast,
111,Food,no_evident_not_good_food,good_breakfast,
112,Food,no_evident_not_good_food,not_ready,
113,Food,no_evident_not_good_hotel,disproportionate_food_ratio,
114,Food,no_evident_not_good_hotel,tasty_food,
115,Food,no_evident_not_good_looking,no_cereal,
116,Food,no_evident_not_good_looking,same_breakfast,
117,Food,no_evident_not_good_prices,frugal_breakfast,
118,Food,no_evident_not_good_prices,no_breakfast_buffet,
119,Food,no_evident_not_good_quality,disproportionate_food_ratio,
120,Food,no_evident_not_good_quality,low_value,
121,Food,no_evident_not_good_quality,no_quality,
122,Food,no_evident_not_good_quality_of_dishes,bad_croissant,
123,Food,no_evident_not_good_restaurant,pay_for_breakfast,
124,Food,no_evident_not_good_restaurant,too_few_options,
125,Food,no_evident_not_good_service,frugal_breakfast,
126,Food,no_evident_not_good_service,pay_for_breakfast,
127,Food,no_evident_not_good_value,no_breakfast_option,
128,Food,no_evident_not_good_value,not_a_bar_or_restaurant,
129,Food,no_evident_not_good_value,too_few_options,
130,Food,no_evident_not_great_breakfast,below_average_breakfast,
131,Food,no_evident_not_great_breakfast,low_value,
132,Food,no_evident_not_great_chef,good_breakfast,
133,Food,no_evident_not_great_chef,slow_food,
134,Food,no_evident_not_great_coffee,no_more_restaurants,
135,Food,no_evident_not_great_coffee,stodgy_pizza,
136,Food,no_evident_not_great_service,stodgy_pizza,
137,Food,no_evident_not_healthy_breakfast,stodgy_pizza,
138,Food,no_evident_not_herbs,no_more_breakfast_options,
139,Food,no_evident_not_herbs,not_ready,
140,Food,no_evident_not_homemade,not_ready,
141,Food,no_evident_not_homemade_breakfast,good_breakfast,
142,Food,no_evident_not_homemade_food,lavish,
143,Food,no_evident_not_homemade_food,no_ordinary_tea,
144,Food,no_evident_not_homemade_food,tasty_food,
145,Food,no_evident_not_hot_food,bad_croissant,
146,Food,no_evident_not_hot_food,frugal_breakfast,
147,Food,no_evident_not_hotel_restaurant,monotonous_breakfast,
148,Food,no_evident_not_huge_breakfast,eat_what_they_bring,
149,Food,no_evident_not_huge_breakfast,watery_cappuccino,
150,Food,no_evident_not_incredible_service,no_bar,
151,Food,no_evident_not_incredible_service,no_ordinary_tea,
152,Food,no_evident_not_incredible_service,pay_for_breakfast,
153,Food,no_evident_not_inexpensive_dinner,bad_breakfast,
154,Food,no_evident_not_inexpensive_dinner,not_included_in_price,
155,Food,no_evident_not_inexpensive_dinner,tasty_food,
156,Food,no_evident_not_inexpensive_options,ask_for_bread,
157,Food,no_evident_not_inexpensive_options,no_breakfast,
158,Food,no_evident_not_inexpensive_options,served_food,
159,Food,no_evident_not_irreproachable_service,no_breakfast_buffet,
160,Food,no_evident_not_irreproachable_service,no_times_displayed,
161,Food,no_evident_not_irreproachable_service,pay_for_breakfast,
162,Food,no_evident_not_jasmine_burger,high_price,
163,Food,no_evident_not_kind_person,ask_for_bread,
164,Food,no_evident_not_kind_person,watery_cappuccino,
165,Food,no_evident_not_late,no_bar,
166,Food,no_evident_not_late,slow_food,
167,Food,no_evident_not_late_breakfast,bad_croissant,
168,Food,no_evident_not_late_breakfast,not_ready,
169,Food,no_evident_not_liked_food,eat_what_they_bring,
170,Food,no_evident_not_loved_breakfast,narrow_choices,
171,Food,no_evident_not_loved_breakfast,no_cereal,
172,Food,no_evident_not_lovely_lobby,ask_for_bread,
173,Food,no_evident_not_made_by_kitchen,no_breakfast_buffet,
174,Food,no_evident_not_made_by_kitchen,served_food,
175,Food,no_evident_not_made_with_care,no_ordinary_tea,
176,Food,no_evident_not_made_with_care,pay_for_breakfast,
177,Food,no_evident_not_manager_catered_to_every_need,bad_croissant,
178,Food,no_evident_not_manager_catered_to_every_need,no_meal,
179,Food,no_evident_not_many_choices,pay_for_breakfast,
180,Food,no_evident_not_many_choices,tasty_food,
181,Food,no_evident_not_must_try,disproportionate_food_ratio,
182,Food,no_evident_not_nice_breakfast,no_meal,
183,Food,no_evident_not_nice_greek_breakfast,al_Earl_Grey,
184,Food,no_evident_not_nice_greek_breakfast,no_breakfast_buffet,
185,Food,no_evident_not_nice_greek_breakfast,no_breakfast_included,
186,Food,no_evident_not_nice_hot_breakfast,no_bar,
187,Food,no_evident_not_nice_lobby,al_Earl_Grey,
188,Food,no_evident_not_nice_lobby,no_quality,
189,Food,no_evident_not_nice_lobby,not_ready,
190,Food,no_evident_not_nice_offer,eat_what_they_bring,
191,Food,no_evident_not_nice_offer,no_breakfast_buffet,
192,Food,no_evident_not_nice_pizza,no_more_restaurants,
193,Food,no_evident_not_nice_pizza,pay_for_breakfast,
194,Food,no_evident_not_nice_restaurant,no_cereal,
195,Food,no_evident_not_nice_restaurant,no_quality,
196,Food,no_evident_not_nice_restaurant,stodgy_pizza,
197,Food,no_evident_not_nice_staff,ask_for_bread,
198,Food,no_evident_not_nice_staff,no_breakfast_buffet,
199,Food,no_evident_not_nice_staff,no_more_breakfast_options,
200,Food,no_evident_not_nice_staff,slow_service,
201,Food,no_evident_not_not_to_pricey,no_ordinary_tea,
202,Food,no_evident_not_offered,disproportionate_food_ratio,
203,Food,no_evident_not_offered,not_a_bar_or_restaurant,
204,Food,no_evident_not_offered,watery_cappuccino,
205,Food,no_evident_not_ok_breakfast,monotonous_breakfast,
206,Food,no_evident_not_ok_breakfast,not_included_in_price,
207,Food,no_evident_not_ok_breakfast,pay_for_breakfast,
208,Food,no_evident_not_ok_restaurant,lavish,
209,Food,no_evident_not_olive_oil_galore,narrow_choices,
210,Food,no_evident_not_olive_oil_galore,poor_lunch,
211,Food,no_evident_not_olive_oil_galore,served_food,
212,Food,no_evident_not_olive_oil_galore,tasty_food,
213,Food,no_evident_not_on_terrace,eat_what_they_bring,
214,Food,no_evident_not_on_terrace,same_breakfast,
215,Food,no_evident_not_on_terrace,same_set,
216,Food,no_evident_not_on_terrace,stodgy_pizza,
217,Food,no_evident_not_only_8_euros,bad_croissant,
218,Food,no_evident_not_only_8€,high_price,
219,Food,no_evident_not_open,no_quality,
220,Food,no_evident_not_order_cooked_to,high_price,
221,Food,no_evident_not_order_cooked_to,no_breakfast_option,
222,Food,no_evident_not_order_cooked_to,same_breakfast,
223,Food,no_evident_not_perfect_breakfast,disproportionate_food_ratio,
224,Food,no_evident_not_perfect_breakfast,no_proper_plan_tea,
225,Food,no_evident_not_perfect_dinner,no_ordinary_tea,
226,Food,no_evident_not_perfect_dinner,no_proper_plan_tea,
227,Food,no_evident_not_perfect_dinner,not_ready,
228,Food,no_evident_not_perfect_service,ask_for_bread,
229,Food,no_evident_not_perfect_service,no_more_restaurants,
230,Food,no_evident_not_personal_touch,not_a_bar_or_restaurant,
231,Food,no_evident_not_pleasant_breakfast,no_more_breakfast_options,
232,Food,no_evident_not_pleasure_to_start_day,ask_for_bread,
233,Food,no_evident_not_pleasure_to_start_day,good_breakfast,
234,Food,no_evident_not_pleasure_to_start_day,same_breakfast,
235,Food,no_evident_not_polite_staff,no_breakfast_buffet,
236,Food,no_evident_not_polite_staff,poor_lunch,
237,Food,no_evident_not_prepared,not_a_bar_or_restaurant,
238,Food,no_evident_not_prepared,poor_lunch,
239,Food,no_evident_not_range_of_food,pay_for_breakfast,
240,Food,no_evident_not_reasonably_priced,monotonous_breakfast,
241,Food,no_evident_not_reasonably_priced,no_more_breakfast_options,
242,Food,no_evident_not_reasonably_priced_food,below_average_breakfast,
243,Food,no_evident_not_reasonably_priced_food,slow_service,
244,Food,no_evident_not_recommended,no_meal,
245,Food,no_evident_not_recommended,no_ordinary_tea,
246,Food,no_evident_not_restaurant,tasty_food,
247,Food,no_evident_not_rich_breakfast,same_breakfast,
248,Food,no_evident_not_richard_staff,no_cereal,
249,Food,no_evident_not_richard_staff,stodgy_pizza,
250,Food,no_evident_not_separate_payment,monotonous_breakfast,
251,Food,no_evident_not_served_without_limit,narrow_choices,
252,Food,no_evident_not_simple_breakfast,ask_for_bread,
253,Food,no_evident_not_simple_breakfast,not_ready,
254,Food,no_evident_not_simple_breakfast,poor_meal,
255,Food,no_evident_not_simple_cuisine,no_big_breakfast_variety,
256,Food,no_evident_not_simplest_food_is_exceptional,lavish,
257,Food,no_evident_not_small_lunch,lavish,
258,Food,no_evident_not_small_lunch,no_breakfast_buffet,
259,Food,no_evident_not_small_restaurant,al_Earl_Grey,
260,Food,no_evident_not_small_restaurant,ask_for_bread,
261,Food,no_evident_not_soft_sofas,monotonous_breakfast,
262,Food,no_evident_not_soft_sofas,no_proper_plan_tea,
263,Food,no_evident_not_soft_sofas,served_food,
264,Food,no_evident_not_spotless_clean,limited_food_options,
265,Food,no_evident_not_super_excellent,low_quality_breakfast,
266,Food,no_evident_not_super_excellent,poor_meal,
267,Food,no_evident_not_super_service,disproportionate_food_ratio,
268,Food,no_evident_not_super_service,no_breakfast_option,
269,Food,no_evident_not_superb_food,no_times_displayed,
270,Food,no_evident_not_tasty_breakfast,low_quality_breakfast,
271,Food,no_evident_not_tasty_food,no_meal,
272,Food,no_evident_not_tasty_food,no_more_breakfast_options,
273,Food,no_evident_not_tasty_food,same_breakfast,
274,Food,no_evident_not_terrace_dinner,too_few_options,
275,Food,no_evident_not_terrific,good_breakfast,
276,Food,no_evident_not_terrific,same_set,
277,Food,no_evident_not_terrific_breakfast,no_big_breakfast_variety,
278,Food,no_evident_not_traditional_cuisine,ask_for_bread,
279,Food,no_evident_not_tranquility,limited_food_options,
280,Food,no_evident_not_tranquility,no_times_displayed,
281,Food,no_evident_not_varied_breakfasts,start_at_7_rather_than_8,
282,Food,no_evident_not_varied_food,no_breakfast_option,
283,Food,no_evident_not_varied_food,stodgy_pizza,
284,Food,no_evident_not_varied_menu,bad_croissant,
285,Food,no_evident_not_various_local_food,not_a_bar_or_restaurant,
286,Food,no_evident_not_various_options_up_to_10_EUR,disproportionate_food_ratio,
287,Food,no_evident_not_veranda_is_good,below_average_breakfast,
288,Food,no_evident_not_warm_place,no_big_breakfast_variety,
289,Food,no_evident_not_warm_place,served_food,
290,Food,no_evident_not_welcoming,no_breakfast_buffet,
291,Food,no_evident_not_welcoming,not_included_in_price,
292,Food,no_evident_not_well_prepare,stodgy_pizza,
293,Food,no_evident_not_well_prepared_meals,too_few_options,
294,Food,no_evident_not_within_hotel,bad_breakfast,
295,Food,no_evident_not_within_hotel,no_meal,
296,Food,no_evident_not_within_hotel,no_more_breakfast_options,
297,Food,no_evident_not_wonderful_breakfast,no_cereal,
298,Food,no_evident_not_wonderful_breakfast,not_a_bar_or_restaurant,
299,Food,no_evident_not_wonderful_cappuccino,too_few_options,
300,Food,no_evident_not_wonderful_management,no_breakfast,
