ID,Topic,Original A,B,Vote
137,Facility,no_evident_not_great_holiday,disgusting_facility,
138,Facility,no_evident_not_great_hotel,difficult_to_find_parking_spot,
139,Facility,no_evident_not_great_hotel,not_big,
140,Facility,no_evident_not_great_place,head_bumped,
141,Facility,no_evident_not_great_place,no_safety_strip,
142,Facility,no_evident_not_great_place,slow_elevators,
143,Facility,no_evident_not_happy_service,night_lights_didnt_work,
144,Facility,no_evident_not_high_standard,hotel_could_be_better,
145,Facility,no_evident_not_high_standard,remove_pool,
146,Facility,no_evident_not_highly_recommended,beach_towel_services,
147,Facility,no_evident_not_highly_recommended,close_to_hotel,
148,Facility,no_evident_not_highly_recommended,no_tight_door,
149,Facility,no_evident_not_highly_recommended,pool_could_be_bigger,
150,Facility,no_evident_not_home_atmosphere,hole_pool,
151,Facility,no_evident_not_home_atmosphere,no_swimming_pool,
152,Facility,no_evident_not_homely_atmosphere,cleaning_needed,
153,Facility,no_evident_not_homely_atmosphere,only_parking,
154,Facility,no_evident_not_in_front_of_hotel,no_facility,
155,Facility,no_evident_not_innovative_service,hole_pool,
156,Facility,no_evident_not_innovative_service,no_pool,
157,Facility,no_evident_not_interesting_service,bad_side,
158,Facility,no_evident_not_interesting_service,difficult_to_find_parking_spot,
159,Facility,no_evident_not_interesting_service,excellent_inside,
160,Facility,no_evident_not_interesting_service,hole_pool,
161,Facility,no_evident_not_interesting_service,no_24_hour_reception,
162,Facility,no_evident_not_interesting_service,unsafe_ramp,
163,Facility,no_evident_not_intimate_hotel,bad_side,
164,Facility,no_evident_not_intimate_hotel,improvement_needed,
165,Facility,no_evident_not_just_renovated,easy_parking,
166,Facility,no_evident_not_last_minute,have_pool,
167,Facility,no_evident_not_liked,nearby,
168,Facility,no_evident_not_liked,no_24_hour_reception,
169,Facility,no_evident_not_liked,no_parking_lot,
170,Facility,no_evident_not_liked,not_even_considered_hotel,
171,Facility,no_evident_not_liked,old_furniture,
172,Facility,no_evident_not_lovely_people,hole_pool,
173,Facility,no_evident_not_lovely_people,minimalistic_facility,
174,Facility,no_evident_not_lovely_room,close_to_hotel,
175,Facility,no_evident_not_lovely_veranda,no_tight_door,
176,Facility,no_evident_not_lovely_veranda,parking_area,
177,Facility,no_evident_not_modern_accommodation,beach_towel_services,
178,Facility,no_evident_not_modern_accommodation,parking_area,
179,Facility,no_evident_not_modern_facility,common_areas_need_renovation,
180,Facility,no_evident_not_modern_facility,limited_facility,
181,Facility,no_evident_not_modern_furnished_hotel,limited_parking,
182,Facility,no_evident_not_modern_property,minimalistic_facility,
183,Facility,no_evident_not_near_airport,cold_swim,
184,Facility,no_evident_not_near_airport,slow_elevators,
185,Facility,no_evident_not_neat,cold_swim,
186,Facility,no_evident_not_neat,hotel_could_be_better,
187,Facility,no_evident_not_neat,not_always_easy,
188,Facility,no_evident_not_neat,tiny_pool,
189,Facility,no_evident_not_neat,yet_open,
190,Facility,no_evident_not_new_fittings,convenient_parking,
191,Facility,no_evident_not_new_fittings,doorway_could_be_smaller,
192,Facility,no_evident_not_new_hotel,not_perfect,
193,Facility,no_evident_not_nice_atmosphere,dirty_pool,
194,Facility,no_evident_not_nice_atmosphere,pool_could_be_bigger,
195,Facility,no_evident_not_nice_facility,have_pool,
196,Facility,no_evident_not_nice_facility,not_always_easy,
197,Facility,no_evident_not_nice_facility,not_easy_to_access_entry,
198,Facility,no_evident_not_nice_place,dangerous_ramp,
199,Facility,no_evident_not_no_complaints_about_hotel,doorway_could_be_smaller,
200,Facility,no_evident_not_not_big_hotel,inaccessible_wheelchair_access,
201,Facility,no_evident_not_not_big_hotel,open_air_car_park,
202,Facility,no_evident_not_outside,excellent_inside,
203,Facility,no_evident_not_overnight_stay,hotel_could_be_better,
204,Facility,no_evident_not_overnight_stay,night_lights_didnt_work,
205,Facility,no_evident_not_overnight_stay,renovation_needed,
206,Facility,no_evident_not_package,no_swimming_pool,
207,Facility,no_evident_not_parking,no_facility,
208,Facility,no_evident_not_parking,pleasant_stay,
209,Facility,no_evident_not_parking_next_to_hotel,close_to_hotel,
210,Facility,no_evident_not_parking_next_to_hotel,have_pool,
211,Facility,no_evident_not_perfect_accommodation,convenient_parking,
212,Facility,no_evident_not_perfect_accommodation,improvement_needed,
213,Facility,no_evident_not_perfect_accommodation,no_hotel,
214,Facility,no_evident_not_perfect_accommodation,on_the_outside,
215,Facility,no_evident_not_perfect_accommodation,pool_could_be_bigger,
216,Facility,no_evident_not_perfect_hotel,limited_parking,
217,Facility,no_evident_not_perfect_location,not_even_considered_hotel,
218,Facility,no_evident_not_pet_friendly_hotel,unsafe_ramp,
219,Facility,no_evident_not_pleasant_terrace,cleaning_needed,
220,Facility,no_evident_not_pleasant_terrace,common_areas_need_renovation,
221,Facility,no_evident_not_pleasantly_surprised,nearby,
222,Facility,no_evident_not_pleasantly_surprised,no_street_parking,
223,Facility,no_evident_not_plenty_of_chairs,far_away,
224,Facility,no_evident_not_plenty_of_chairs,hole_pool,
225,Facility,no_evident_not_plenty_of_chairs,small_pool,
226,Facility,no_evident_not_plenty_of_parking,internet_issue,
227,Facility,no_evident_not_possible_with_animals,nearby,
228,Facility,no_evident_not_possible_with_animals,not_perfect,
229,Facility,no_evident_not_quiet_place,hotel_could_be_better,
230,Facility,no_evident_not_recently,no_tight_door,
231,Facility,no_evident_not_recently,only_parking,
232,Facility,no_evident_not_recently_refurbished,not_perfect,
233,Facility,no_evident_not_recently_refurbished,old_furniture,
234,Facility,no_evident_not_recently_refurbished,pool_could_be_cleaner,
235,Facility,no_evident_not_recently_refurbished,warm_inviting_atmosphere,
236,Facility,no_evident_not_recently_refurbished_hotel,convenient_parking,
237,Facility,no_evident_not_recently_refurbished_hotel,disgusting_facility,
238,Facility,no_evident_not_recently_refurbished_hotel,lack_of_pool,
239,Facility,no_evident_not_recently_renovated_hotel,improvement_needed,
240,Facility,no_evident_not_recently_renovated_interior,limited_parking,
241,Facility,no_evident_not_redone_hotel,small_pool,
242,Facility,no_evident_not_refurbished_building,excellent_inside,
243,Facility,no_evident_not_refurbished_building,have_pool,
244,Facility,no_evident_not_renovated_hotel,have_pool,
245,Facility,no_evident_not_residential_neighborhood,no_facility,
246,Facility,no_evident_not_residential_neighborhood,open_air_car_park,
247,Facility,no_evident_not_simple_clear_contemporary_decoration,not_easy_to_access_entry,
248,Facility,no_evident_not_simple_hotel,need_sorting,
249,Facility,no_evident_not_simple_hotel,no_pool,
250,Facility,no_evident_not_small_dog,close_to_hotel,
251,Facility,no_evident_not_small_dog,warm_inviting_atmosphere,
252,Facility,no_evident_not_small_hotel,minimalistic_facility,
253,Facility,no_evident_not_small_hotel,not_big,
254,Facility,no_evident_not_small_hotel,slamming_main_door,
255,Facility,no_evident_not_soft_beds,bad_side,
256,Facility,no_evident_not_soft_beds,difficult_to_find_parking_spot,
257,Facility,no_evident_not_soft_sofas,unclear_booking,
258,Facility,no_evident_not_spacious,lack_of_pool,
259,Facility,no_evident_not_spotless_facility,elevator_needs_renovation,
260,Facility,no_evident_not_spotless_facility,internet_issue,
261,Facility,no_evident_not_spotlessly_clean_garden,head_bumped,
262,Facility,no_evident_not_spotlessly_clean_garden,small_pool,
263,Facility,no_evident_not_stunning_hotel,parking_area,
264,Facility,no_evident_not_sufficient_parking,limited_parking,
265,Facility,no_evident_not_sufficient_parking,no_billiards,
266,Facility,no_evident_not_sufficient_parking,no_tight_door,
267,Facility,no_evident_not_sufficient_parking,small_pool,
268,Facility,no_evident_not_suitable_hotel,not_even_considered_hotel,
269,Facility,no_evident_not_taken_measures,not_easy_to_access_entry,
270,Facility,no_evident_not_transfer_room,useful_beach Towel_services,
271,Facility,no_evident_not_unwind_in_evening,no_kiosk,
272,Facility,no_evident_not_very_clean,need_sorting,
273,Facility,no_evident_not_very_good,night_lights_didnt_work,
274,Facility,no_evident_not_very_good,not_easy_to_access_entry,
275,Facility,no_evident_not_welcome,limited_parking,
276,Facility,no_evident_not_welcome,night_lights_didnt_work,
277,Facility,no_evident_not_welcome_bar,convenient_parking,
278,Facility,no_evident_not_welcoming,young_hotel,
279,Facility,no_evident_not_welcoming_hotel,limited_parking,
280,Facility,no_evident_not_well_equipped_hotel,no_facility,
281,Facility,no_evident_not_well_hotel,no_billiards,
282,Facility,no_evident_not_well_hotel,yet_open,
283,Facility,no_evident_not_well_kept_hotel,cleaning_needed,
284,Facility,no_evident_not_well_kept_hotel,no_pool,
285,Facility,no_evident_not_well_kept_hotel,slamming_main_door,
286,Facility,no_evident_not_well_run,no_hotel,
287,Facility,no_evident_not_well_situated_hotel,closed_pool,
288,Facility,no_evident_not_well_situated_hotel,unclear_booking,
289,Facility,no_evident_not_well_situated_hotel,useful_beach Towel_services,
290,Facility,no_evident_not_wonderful,excellent_inside,
291,Facility,no_evident_not_wonderful,no_hotel,
292,Facility,no_evident_not_wonderful_cappuccino,broken_lift,
293,Facility,no_evident_not_wonderful_cappuccino,dangerous_ramp,
294,Facility,no_evident_not_wonderful_cappuccino,dirty_pool,
295,Facility,no_evident_not_wonderful_cappuccino,easy_parking,
296,Facility,no_evident_not_wonderful_cappuccino,old_furniture,
297,Facility,no_evident_not_wonderful_people,internet_issue,
298,Facility,no_evident_not_wonderful_people,pleasant_stay,
299,Facility,no_evident_not_wonderful_place,no_24_hour_reception,
300,Facility,no_evident_not_wonderful_place,not_big,
