ID,Topic,Original A,B,Vote
74,Room,no_evident_not_family_room,located_on_1st_floor,
75,Room,no_evident_not_family_suite,messy_room,
76,Room,no_evident_not_fast_wifi,gels,
77,Room,no_evident_not_filled_with_drinks_and_delicacies,broken_lock,
78,Room,no_evident_not_firm_beds,few_channels,
79,Room,no_evident_not_fits,compact_room,
80,Room,no_evident_not_fits,outside_noise,
81,Room,no_evident_not_fits,small_corner,
82,Room,no_evident_not_flat_screen_tv,frozen_water,
83,Room,no_evident_not_flat_screen_tv,gels,
84,Room,no_evident_not_flat_screen_tv,small_bottles,
85,Room,no_evident_not_for_family,improper_shower,
86,Room,no_evident_not_for_family,well_decorated_room,
87,Room,no_evident_not_for_one_night,tea_sachets,
88,Room,no_evident_not_fresh_room,cramped_room,
89,Room,no_evident_not_fresh_room,just_enough_room,
90,Room,no_evident_not_freshly_decorated_room,too_long_hot_water,
91,Room,no_evident_not_freshly_renovated,cramped_space,
92,Room,no_evident_not_freshly_renovated_room,no_views,
93,Room,no_evident_not_fridge,empty_bottle,
94,Room,no_evident_not_fridge,together_shower,
95,Room,no_evident_not_friendly_room,dispancer_could_be_bigger,
96,Room,no_evident_not_friendly_staff,dispancer_could_be_bigger,
97,Room,no_evident_not_friendly_staff,misleading_photos,
98,Room,no_evident_not_fully_functional_room,kettle_could_not_be_used,
99,Room,no_evident_not_furnished_room,not_working_drain,
100,Room,no_evident_not_generous_service,bugs_under_it,
101,Room,no_evident_not_generous_service,no_noise_insulation,
102,Room,no_evident_not_good_a_c,improper_shower,
103,Room,no_evident_not_good_ac,small_bottles,
104,Room,no_evident_not_good_bed_linens,distorted_image,
105,Room,no_evident_not_good_bedding,noisy_room,
106,Room,no_evident_not_good_beds,cupboard_need_doors,
107,Room,no_evident_not_good_beds,great_potential,
108,Room,no_evident_not_good_furniture,coffee_sachets,
109,Room,no_evident_not_good_furniture,refurbish_balcony_furniture_set,
110,Room,no_evident_not_good_layout,no_more,
111,Room,no_evident_not_good_layout,no_noise,
112,Room,no_evident_not_good_layout,no_smart_tv,
113,Room,no_evident_not_good_layout,soft_beds,
114,Room,no_evident_not_good_room,air_conditioner,
115,Room,no_evident_not_good_room,hard_bed,
116,Room,no_evident_not_good_room,minimalist_room_accessories,
117,Room,no_evident_not_good_shower,no_smart_tv,
118,Room,no_evident_not_good_shower,no_tv_channel,
119,Room,no_evident_not_good_size,no_safe,
120,Room,no_evident_not_good_size_room,no_pillows,
121,Room,no_evident_not_great_air_conditioning,third_bed_for_child_could_be_baby,
122,Room,no_evident_not_great_balcony,no_simple_sheets,
123,Room,no_evident_not_great_room,could_be_bigger,
124,Room,no_evident_not_great_shower,great_potential,
125,Room,no_evident_not_great_stay,hard_mattress,
126,Room,no_evident_not_great_stay,smell_in_bathroom,
127,Room,no_evident_not_great_view,cleaned_room,
128,Room,no_evident_not_great_wifi,no_space_for_suitcase,
129,Room,no_evident_not_great_wifi,rusty_bin,
130,Room,no_evident_not_high_standard_room,no_adapters,
131,Room,no_evident_not_high_standard_room,no_lock_to_bathroom,
132,Room,no_evident_not_home_experience,acceptable_room,
133,Room,no_evident_not_kettle,hot_shower,
134,Room,no_evident_not_kettle,no_hair_conditioner,
135,Room,no_evident_not_large_bed,near_airport,
136,Room,no_evident_not_large_room_size,cold_bath,
137,Room,no_evident_not_large_room_size,empty_garbage_can,
138,Room,no_evident_not_large_room_size,incredible_hot,
139,Room,no_evident_not_large_rooms,uncomfortable_bed,
140,Room,no_evident_not_large_suite,thick_curtain_needed,
141,Room,no_evident_not_large_with_balcony,hear_planes,
142,Room,no_evident_not_large_with_balcony,insufficient,
143,Room,no_evident_not_large_with_balcony,unready_items,
144,Room,no_evident_not_light_interior,no_mini_fridge,
145,Room,no_evident_not_lots_of_space,lacked_balcony,
146,Room,no_evident_not_lots_of_space,no_smart_tv,
147,Room,no_evident_not_lots_of_space,rooms,
148,Room,no_evident_not_lovely_balcony,front_building_looks_into_room,
149,Room,no_evident_not_lovely_balcony_view_of_ocean,hair_not_removed,
150,Room,no_evident_not_lovely_room,no_hair_conditioner,
151,Room,no_evident_not_lovely_room,towels_needed,
152,Room,no_evident_not_mini_bar_room,air_conditioner,
153,Room,no_evident_not_mini_bar_room,burned_phone_charger,
154,Room,no_evident_not_mini_bar_room,no_thin_curtains,
155,Room,no_evident_not_mini_bar_room,sealing_problem,
156,Room,no_evident_not_minifridge,bad_smell,
157,Room,no_evident_not_minifridge,no_net_curtain,
158,Room,no_evident_not_modern_bedroom,could_be_bigger,
159,Room,no_evident_not_modern_design,fussy_beds,
160,Room,no_evident_not_modern_furnishings,small_corner,
161,Room,no_evident_not_modern_room,less_convenient_toilet,
162,Room,no_evident_not_musky_sheets,better_cleaner,
163,Room,no_evident_not_musky_sheets,closed_sink,
164,Room,no_evident_not_new_and_clean_room,poor_image,
165,Room,no_evident_not_new_and_clean_room,showers_door,
166,Room,no_evident_not_new_bathroom,no_pillows,
167,Room,no_evident_not_new_bathroom,terrace_hit_by_sun,
168,Room,no_evident_not_new_equipment,no_balcony,
169,Room,no_evident_not_new_hotel,not_soundproofed_room,
170,Room,no_evident_not_new_hotel,only_news_channel,
171,Room,no_evident_not_new_hotel,unbearable_room,
172,Room,no_evident_not_new_hotel,uncomfortable_bed,
173,Room,no_evident_not_newly_redecorated_room,no_more_hooks,
174,Room,no_evident_not_nice_addition,secure_locks,
175,Room,no_evident_not_nice_atmosphere,no_shampoo,
176,Room,no_evident_not_nice_balcony,warm_blanket,
177,Room,no_evident_not_nice_room,problematic_bed,
178,Room,no_evident_not_nice_room,unready_items,
179,Room,no_evident_not_nice_rooms,less_comfortable_bed,
180,Room,no_evident_not_nice_shower,cleaned_room,
181,Room,no_evident_not_nice_shower,extremely_small_balcony,
182,Room,no_evident_not_nice_shower,not_comfortable_cot,
183,Room,no_evident_not_nice_size,no_cooling,
184,Room,no_evident_not_nicely_furnished_room,no_safety_box,
185,Room,no_evident_not_no_views,bad_view,
186,Room,no_evident_not_no_views,heat_room,
187,Room,no_evident_not_no_views,too_small,
188,Room,no_evident_not_no_views,uncomfortable_bed,
189,Room,no_evident_not_no_views,untidy_floor,
190,Room,no_evident_not_outdoor_balcony_is_a_plus,could_be_bigger,
191,Room,no_evident_not_outdoor_balcony_is_a_plus,slow_shower,
192,Room,no_evident_not_perfect_aircon,disturbing_sewage,
193,Room,no_evident_not_perfect_aircon,no_views,
194,Room,no_evident_not_perfect_bed,uncomfortable_column,
195,Room,no_evident_not_perfect_room,no_clothes_dryer,
196,Room,no_evident_not_pillows,inconveniently_placed_room,
197,Room,no_evident_not_pillows,non_existent_storage_spaces,
198,Room,no_evident_not_pillows,unready_items,
199,Room,no_evident_not_pleasant_room,small_room,
200,Room,no_evident_not_practical_room,compact_room,
201,Room,no_evident_not_practical_room,mosquitoes,
202,Room,no_evident_not_practical_room,too_small,
203,Room,no_evident_not_quality_room,no_hair_dryer,
204,Room,no_evident_not_quiet_room,closing_problem,
205,Room,no_evident_not_quiet_room,for_family,
206,Room,no_evident_not_ready_room,no_net_curtain,
207,Room,no_evident_not_reasonably_priced_minibar,only_soap,
208,Room,no_evident_not_recent_room,incomplete_room,
209,Room,no_evident_not_recent_room,plastic_room,
210,Room,no_evident_not_recently_refurbished_room,no_more_hooks,
211,Room,no_evident_not_recently_refurbished_room,poor_water_bottle,
212,Room,no_evident_not_renovated_room,cold_floor,
213,Room,no_evident_not_renovated_room,insufficient_bathroom_coverage,
214,Room,no_evident_not_renovated_room,no_tv_channel,
215,Room,no_evident_not_shiny_floors,bad_pillows,
216,Room,no_evident_not_side_sea_view,dispancer_could_be_bigger,
217,Room,no_evident_not_side_sea_view,in_room,
218,Room,no_evident_not_simple_room,located_on_1st_floor,
219,Room,no_evident_not_size_room,not_nice,
220,Room,no_evident_not_small_balcony,close_windows,
221,Room,no_evident_not_small_balcony,no_pillows,
222,Room,no_evident_not_small_balcony,thin_walls,
223,Room,no_evident_not_small_room,frozen_water,
224,Room,no_evident_not_small_room,no_tv_channel,
225,Room,no_evident_not_smart_devices,not_clean_room,
226,Room,no_evident_not_smart_room,coffee_sachets,
227,Room,no_evident_not_smart_technology,average_room,
228,Room,no_evident_not_snacks_at_affordable_price,bathrooms,
229,Room,no_evident_not_snacks_at_affordable_price,intimate_space,
230,Room,no_evident_not_soft_blankets,only_evening_channels,
231,Room,no_evident_not_soft_mattress,no_drawers,
232,Room,no_evident_not_spacious_bath,no_body_soap,
233,Room,no_evident_not_spacious_room,wet_bathroom_floor,
234,Room,no_evident_not_spacious_rooms,badly_soundproofed_room,
235,Room,no_evident_not_spacious_shower,incomplete_room,
236,Room,no_evident_not_spotless_room,loud_ac,
237,Room,no_evident_not_spotless_room,no_plasterboard,
238,Room,no_evident_not_sterile_room,uncomfortable_column,
239,Room,no_evident_not_stocked_minibar,no_shower_gel,
240,Room,no_evident_not_strong_wifi,no_tv,
241,Room,no_evident_not_strong_wifi,rooms,
242,Room,no_evident_not_strong_wifi,superficially_cleaned,
243,Room,no_evident_not_stunning_room,wet_floor,
244,Room,no_evident_not_tastefully_decorated_room,acceptable_room,
245,Room,no_evident_not_too,broken_lock,
246,Room,no_evident_not_too,lacked_balcony,
247,Room,no_evident_not_top_notch_cleanliness,misleading_photos,
248,Room,no_evident_not_top_notch_cleanliness,not_soundproofed_room,
249,Room,no_evident_not_true_to_life,closing_problem,
250,Room,no_evident_not_true_to_life,terrace_hit_by_sun,
251,Room,no_evident_not_two_beds_set_up,sharp_bed_frame,
252,Room,no_evident_not_two_beds_set_up,strong_aircon,
253,Room,no_evident_not_two_rooms,locked_room,
254,Room,no_evident_not_ultimate_hygiene,minibar_could_be_empty,
255,Room,no_evident_not_updated_room,uncomfortable_pillows,
256,Room,no_evident_not_upgrade,frozen_water,
257,Room,no_evident_not_upgrade,no_storage_spaces,
258,Room,no_evident_not_upgraded_room,spacious_room,
259,Room,no_evident_not_upon_arrival,unstable_bed,
260,Room,no_evident_not_very_clean,only_news_channel,
261,Room,no_evident_not_very_comfortable,for_family,
262,Room,no_evident_not_very_comfortable,shampoo_in_bathroom,
263,Room,no_evident_not_very_good_bathroom,blue_light,
264,Room,no_evident_not_very_good_bathroom,front_building_looks_into_room,
265,Room,no_evident_not_water_available,shower_glass_door,
266,Room,no_evident_not_water_in_room,no_curtain,
267,Room,no_evident_not_welcome_pack,back_side,
268,Room,no_evident_not_welcome_pack,poor_image,
269,Room,no_evident_not_welcome_pack,warm_blanket,
270,Room,no_evident_not_well_air_con,typical_room,
271,Room,no_evident_not_well_decorated_room,could_not_sleep,
272,Room,no_evident_not_well_decorated_room,empty_garbage_can,
273,Room,no_evident_not_well_design_room,non_existent_storage_spaces,
274,Room,no_evident_not_well_equipped_bar,bad_wifi,
275,Room,no_evident_not_well_equipped_bar,longer_stay,
276,Room,no_evident_not_well_furnished_room,air_conditioner,
277,Room,no_evident_not_well_kept,loud_noise,
278,Room,no_evident_not_well_laid_out_room,unsound_room,
279,Room,no_evident_not_well_maintained_floor,sewage_smell,
280,Room,no_evident_not_well_maintained_floor,weirdly_placed_mirror,
281,Room,no_evident_not_well_maintained_room,not_nice,
282,Room,no_evident_not_well_maintained_room,not_working_drain,
283,Room,no_evident_not_well_maintained_room,superficially_cleaned,
284,Room,no_evident_not_well_organised_room,no_more_hooks,
285,Room,no_evident_not_well_organized_room,burned_phone_charger,
286,Room,no_evident_not_well_organized_room,cramped_room,
287,Room,no_evident_not_well_priced_mini_bar,no_hanger_rod,
288,Room,no_evident_not_well_priced_mini_bar,third_bed_for_child_could_be_baby,
289,Room,no_evident_not_wheelchair,no_fan,
290,Room,no_evident_not_white,back_side,
291,Room,no_evident_not_white,no_trash_can_in_room,
292,Room,no_evident_not_white,not_clean,
293,Room,no_evident_not_white_bedding_is_clean,no_tv,
294,Room,no_evident_not_white_bedding_is_clean,no_wardrobe,
295,Room,no_evident_not_wonderful_air_conditioning,not_cleaned_floor,
296,Room,no_evident_not_wonderful_bed_linens,few_channels,
297,Room,no_evident_not_wonderful_room,hot_shower,
298,Room,no_evident_not_wonderful_room,poorly_soundproofed_room,
299,Room,no_evident_not_wonderful_shower,no_mini_fridge,
300,Room,no_evident_not_works_ac,hot_shower,
