Review ID,Run,Source,Topic,Sentiment,Head,Selected Content,Literal,Literal Type,Valid,Errors
2,,gt,Food,Positive,good_food,"Also, the breakfast was amazing, fresh and handmade! Especially vegetarian version with humus. The cook is great, and all staff was very kind and helpful.",handmade_breakfast,body,True,
2,,gt,Food,Positive,good_food,"Also, the breakfast was amazing, fresh and handmade! Especially vegetarian version with humus. The cook is great, and all staff was very kind and helpful.",vegetarian_version,body,True,
2,,gt,Food,Positive,good_food,"Also, the breakfast was amazing, fresh and handmade! Especially vegetarian version with humus. The cook is great, and all staff was very kind and helpful.",great_cook,body,True,
2,,gt,Food,Positive,good_food,"Also, the breakfast was amazing, fresh and handmade! Especially vegetarian version with humus. The cook is great, and all staff was very kind and helpful.",kind_staff,body,True,
2,,gt,Food,Positive,good_food,"Also, the breakfast was amazing, fresh and handmade! Especially vegetarian version with humus. The cook is great, and all staff was very kind and helpful.",no_evident_not_amazing_breakfast,cont,True,
2,,gt,Food,Positive,good_food,"Also, the breakfast was amazing, fresh and handmade! Especially vegetarian version with humus. The cook is great, and all staff was very kind and helpful.",no_evident_not_fresh_breakfast,cont,True,
2,,gt,Food,Positive,good_food,"Also, the breakfast was amazing, fresh and handmade! Especially vegetarian version with humus. The cook is great, and all staff was very kind and helpful.",no_evident_not_handmade_breakfast,cont,True,
2,,gt,Food,Positive,good_food,"Also, the breakfast was amazing, fresh and handmade! Especially vegetarian version with humus. The cook is great, and all staff was very kind and helpful.",no_evident_not_vegetarian_version,cont,True,
2,,gt,Food,Positive,good_food,"Also, the breakfast was amazing, fresh and handmade! Especially vegetarian version with humus. The cook is great, and all staff was very kind and helpful.",no_evident_not_great_cook,cont,True,
2,,gt,Food,Positive,good_food,"Also, the breakfast was amazing, fresh and handmade! Especially vegetarian version with humus. The cook is great, and all staff was very kind and helpful.",no_evident_not_kind_staff,cont,True,
2,,gt,Facility,Negative,bad_facility,"We had a really pleasant stay!, although not big,",pleasant_stay,body,True,
2,,gt,Facility,Negative,bad_facility,"We had a really pleasant stay!, although not big,",not_big,body,True,
2,,gt,Facility,Negative,bad_facility,"We had a really pleasant stay!, although not big,",have_evident_pleasant_stay,cont,True,
2,,gt,Facility,Negative,bad_facility,"We had a really pleasant stay!, although not big,",have_evident_not_big,cont,True,
2,,gt,Facility,Positive,good_facility,"I like hotels with a family atmosphere, cozy and not big,",family_hotel,body,True,
2,,gt,Facility,Positive,good_facility,"I like hotels with a family atmosphere, cozy and not big,",cozy_hotel,body,True,
2,,gt,Facility,Positive,good_facility,"I like hotels with a family atmosphere, cozy and not big,",no_evident_not_family_hotel,cont,True,
2,,gt,Facility,Positive,good_facility,"I like hotels with a family atmosphere, cozy and not big,",no_evident_not_cozy_hotel,cont,True,
3,,gt,Location,Positive,good_location,the location is great and near the airport. bus stop is very close.,great_location,body,True,
3,,gt,Location,Positive,good_location,the location is great and near the airport. bus stop is very close.,close_to_airport,body,True,
3,,gt,Location,Positive,good_location,the location is great and near the airport. bus stop is very close.,no_evident_not_great_location,cont,True,
3,,gt,Location,Positive,good_location,the location is great and near the airport. bus stop is very close.,no_evident_not_close_to_airport,cont,True,
4,,gt,Staff,Positive,good_staff,Great stuff,great_staff,body,True,
4,,gt,Staff,Positive,good_staff,Great stuff,no_evident_not_great_staff,cont,True,
4,,gt,Price,Positive,good_price,Great Quality/price,great_price,body,True,
4,,gt,Price,Positive,good_price,Great Quality/price,no_evident_not_great_price,cont,True,
4,,gt,Room,Positive,good_room,Clean,clean_room,body,True,
4,,gt,Room,Positive,good_room,Clean,no_evident_not_clean_room,cont,True,
5,,gt,Room,Positive,good_room,Clean and modern with very comfortable beds,clean_room,body,True,
5,,gt,Room,Positive,good_room,Clean and modern with very comfortable beds,modern_room,body,True,
5,,gt,Room,Positive,good_room,Clean and modern with very comfortable beds,comfortable_beds,body,True,
5,,gt,Room,Positive,good_room,Clean and modern with very comfortable beds,no_evident_not_clean_room,cont,True,
5,,gt,Room,Positive,good_room,Clean and modern with very comfortable beds,no_evident_not_modern_room,cont,True,
5,,gt,Room,Positive,good_room,Clean and modern with very comfortable beds,no_evident_not_comfortable_beds,cont,True,
5,,gt,Location,Positive,good_location,in a very convenient location.  An easy stroll to numerous nice restaurants and a great beach.,convenient_location,body,True,
5,,gt,Location,Positive,good_location,in a very convenient location.  An easy stroll to numerous nice restaurants and a great beach.,nice_restaurants,body,True,
5,,gt,Location,Positive,good_location,in a very convenient location.  An easy stroll to numerous nice restaurants and a great beach.,great_beach,body,True,
5,,gt,Location,Positive,good_location,in a very convenient location.  An easy stroll to numerous nice restaurants and a great beach.,no_evident_not_convenient_location,cont,True,
5,,gt,Location,Positive,good_location,in a very convenient location.  An easy stroll to numerous nice restaurants and a great beach.,no_evident_not_nice_restaurants,cont,True,
5,,gt,Location,Positive,good_location,in a very convenient location.  An easy stroll to numerous nice restaurants and a great beach.,no_evident_not_great_beach,cont,True,
6,,gt,Room,Positive,good_room,The room was exceptionally clean with a really comfortable bed,clean_room,body,True,
6,,gt,Room,Positive,good_room,The room was exceptionally clean with a really comfortable bed,comfortable_bed,body,True,
6,,gt,Room,Positive,good_room,The room was exceptionally clean with a really comfortable bed,no_evident_not_clean_room,cont,True,
6,,gt,Room,Positive,good_room,The room was exceptionally clean with a really comfortable bed,no_evident_not_comfortable_bed,cont,True,
8,,gt,Location,Positive,good_location,nice location,nice_location,body,True,
8,,gt,Location,Positive,good_location,nice location,no_evident_not_nice_location,cont,True,
8,,gt,Staff,Positive,good_staff,lovely personal,lovely_personal,body,True,
8,,gt,Staff,Positive,good_staff,lovely personal,no_evident_not_lovely_personal,cont,True,
9,,gt,Staff,Positive,good_staff,very helpful host showed us how nearby bus takes to town-cntre (and airport by the way,helpful_host,body,True,
9,,gt,Staff,Positive,good_staff,very helpful host showed us how nearby bus takes to town-cntre (and airport by the way,nearby_bus,body,True,
9,,gt,Staff,Positive,good_staff,very helpful host showed us how nearby bus takes to town-cntre (and airport by the way,no_evident_not_helpful_host,cont,True,
9,,gt,Staff,Positive,good_staff,very helpful host showed us how nearby bus takes to town-cntre (and airport by the way,no_evident_not_nearby_bus,cont,True,
10,,gt,Room,Positive,good_room,Great modern room comfortable bed,modern_room,body,True,
10,,gt,Room,Positive,good_room,Great modern room comfortable bed,comfortable_bed,body,True,
10,,gt,Room,Positive,good_room,Great modern room comfortable bed,no_evident_not_modern_room,cont,True,
10,,gt,Room,Positive,good_room,Great modern room comfortable bed,no_evident_not_comfortable_bed,cont,True,
10,,gt,Location,Positive,good_location,quiet location,quiet_location,body,True,
10,,gt,Location,Positive,good_location,quiet location,no_evident_not_quiet_location,cont,True,
11,,gt,Staff,Positive,good_staff,"The staff here are amazing beyond expectations..*****
  Maria at reception is just great she really took time to explain where to go how to get there and so helpful ... 🙏
  Richard the chef this guy is like the friendliest guy ever, such a nice guy with a permanent. Even the cleaning lady is so friendly and so nice to talk to. The owners are also great",helpful_staff,body,True,
11,,gt,Staff,Positive,good_staff,"The staff here are amazing beyond expectations..*****
  Maria at reception is just great she really took time to explain where to go how to get there and so helpful ... 🙏
  Richard the chef this guy is like the friendliest guy ever, such a nice guy with a permanent. Even the cleaning lady is so friendly and so nice to talk to. The owners are also great",friendly_staff,body,True,
11,,gt,Staff,Positive,good_staff,"The staff here are amazing beyond expectations..*****
  Maria at reception is just great she really took time to explain where to go how to get there and so helpful ... 🙏
  Richard the chef this guy is like the friendliest guy ever, such a nice guy with a permanent. Even the cleaning lady is so friendly and so nice to talk to. The owners are also great",great_staff,body,True,
11,,gt,Staff,Positive,good_staff,"The staff here are amazing beyond expectations..*****
  Maria at reception is just great she really took time to explain where to go how to get there and so helpful ... 🙏
  Richard the chef this guy is like the friendliest guy ever, such a nice guy with a permanent. Even the cleaning lady is so friendly and so nice to talk to. The owners are also great",no_evident_not_helpful_staff,cont,True,
11,,gt,Staff,Positive,good_staff,"The staff here are amazing beyond expectations..*****
  Maria at reception is just great she really took time to explain where to go how to get there and so helpful ... 🙏
  Richard the chef this guy is like the friendliest guy ever, such a nice guy with a permanent. Even the cleaning lady is so friendly and so nice to talk to. The owners are also great",no_evident_not_friendly_staff,cont,True,
11,,gt,Staff,Positive,good_staff,"The staff here are amazing beyond expectations..*****
  Maria at reception is just great she really took time to explain where to go how to get there and so helpful ... 🙏
  Richard the chef this guy is like the friendliest guy ever, such a nice guy with a permanent. Even the cleaning lady is so friendly and so nice to talk to. The owners are also great",no_evident_not_great_staff,cont,True,
11,,gt,Food,Positive,good_food,Oh yeah the food is great to and very reasonable prices ..,great_food,body,True,
11,,gt,Food,Positive,good_food,Oh yeah the food is great to and very reasonable prices ..,reasonable_prices,body,True,
11,,gt,Food,Positive,good_food,Oh yeah the food is great to and very reasonable prices ..,no_evident_not_great_food,cont,True,
11,,gt,Food,Positive,good_food,Oh yeah the food is great to and very reasonable prices ..,no_evident_not_reasonable_prices,cont,True,
11,,gt,Room,Positive,good_room,The rooms are spacious and clean great to stay .. I even got an upgrade,spacious_rooms,body,True,
11,,gt,Room,Positive,good_room,The rooms are spacious and clean great to stay .. I even got an upgrade,clean_room,body,True,
11,,gt,Room,Positive,good_room,The rooms are spacious and clean great to stay .. I even got an upgrade,great_stay,body,True,
11,,gt,Room,Positive,good_room,The rooms are spacious and clean great to stay .. I even got an upgrade,no_evident_not_spacious_rooms,cont,True,
11,,gt,Room,Positive,good_room,The rooms are spacious and clean great to stay .. I even got an upgrade,no_evident_not_clean_room,cont,True,
11,,gt,Room,Positive,good_room,The rooms are spacious and clean great to stay .. I even got an upgrade,no_evident_not_great_stay,cont,True,
11,,gt,Location,Positive,good_location,The bus stop which goes to and from the airport as well as the town center is a minutes walk away and just 2 euros,close_to_airport,body,True,
11,,gt,Location,Positive,good_location,The bus stop which goes to and from the airport as well as the town center is a minutes walk away and just 2 euros,clean_hotel,body,True,
11,,gt,Location,Positive,good_location,The bus stop which goes to and from the airport as well as the town center is a minutes walk away and just 2 euros,no_evident_not_close_to_airport,cont,True,
11,,gt,Location,Positive,good_location,The bus stop which goes to and from the airport as well as the town center is a minutes walk away and just 2 euros,no_evident_not_clean_hotel,cont,True,
12,,gt,Staff,Positive,good_staff,The staff were exceptional. So helpful and friendly. Went out of their way for us.,exceptional_staff,body,True,
12,,gt,Staff,Positive,good_staff,The staff were exceptional. So helpful and friendly. Went out of their way for us.,helpful_staff,body,True,
12,,gt,Staff,Positive,good_staff,The staff were exceptional. So helpful and friendly. Went out of their way for us.,friendly_staff,body,True,
12,,gt,Staff,Positive,good_staff,The staff were exceptional. So helpful and friendly. Went out of their way for us.,no_evident_not_exceptional_staff,cont,True,
12,,gt,Staff,Positive,good_staff,The staff were exceptional. So helpful and friendly. Went out of their way for us.,no_evident_not_helpful_staff,cont,True,
12,,gt,Staff,Positive,good_staff,The staff were exceptional. So helpful and friendly. Went out of their way for us.,no_evident_not_friendly_staff,cont,True,
12,,gt,Food,Positive,good_food,The breakfast was lovely with room service too.,lovely_breakfast,body,True,
12,,gt,Food,Positive,good_food,The breakfast was lovely with room service too.,no_evident_not_lovely_breakfast,cont,True,
12,,gt,Room,Positive,good_room,Very clean and comfortable.,clean_room,body,True,
12,,gt,Room,Positive,good_room,Very clean and comfortable.,comfortable_room,body,True,
12,,gt,Room,Positive,good_room,Very clean and comfortable.,no_evident_not_clean_room,cont,True,
12,,gt,Room,Positive,good_room,Very clean and comfortable.,no_evident_not_comfortable_room,cont,True,
13,,gt,Room,Positive,good_room,"The rooms are lovely and new, very clean and comfortable. The mattress was to my taste.",lovely_rooms,body,True,
13,,gt,Room,Positive,good_room,"The rooms are lovely and new, very clean and comfortable. The mattress was to my taste.",new_rooms,body,True,
13,,gt,Room,Positive,good_room,"The rooms are lovely and new, very clean and comfortable. The mattress was to my taste.",clean_room,body,True,
13,,gt,Room,Positive,good_room,"The rooms are lovely and new, very clean and comfortable. The mattress was to my taste.",comfortable_room,body,True,
13,,gt,Room,Positive,good_room,"The rooms are lovely and new, very clean and comfortable. The mattress was to my taste.",no_evident_not_lovely_rooms,cont,True,
13,,gt,Room,Positive,good_room,"The rooms are lovely and new, very clean and comfortable. The mattress was to my taste.",no_evident_not_new_rooms,cont,True,
13,,gt,Room,Positive,good_room,"The rooms are lovely and new, very clean and comfortable. The mattress was to my taste.",no_evident_not_clean_room,cont,True,
13,,gt,Room,Positive,good_room,"The rooms are lovely and new, very clean and comfortable. The mattress was to my taste.",no_evident_not_comfortable_room,cont,True,
13,,gt,Location,Positive,good_location,"Short drive to the airport and very well located, just a short walk from the promenade, coffee shops restaurants.",well_located_hotel,body,True,
13,,gt,Location,Positive,good_location,"Short drive to the airport and very well located, just a short walk from the promenade, coffee shops restaurants.",short_walk_hotel,body,True,
13,,gt,Location,Positive,good_location,"Short drive to the airport and very well located, just a short walk from the promenade, coffee shops restaurants.",no_evident_not_well_located_hotel,cont,True,
13,,gt,Location,Positive,good_location,"Short drive to the airport and very well located, just a short walk from the promenade, coffee shops restaurants.",no_evident_not_short_walk_hotel,cont,True,
13,,gt,Staff,Positive,good_staff,"The staff are so welcoming, we felt like staying with family.",welcoming_staff,body,True,
13,,gt,Staff,Positive,good_staff,"The staff are so welcoming, we felt like staying with family.",no_evident_not_welcoming_staff,cont,True,
14,,gt,Location,Positive,good_location,We wanted a hotel for a night that is close to the airport and this hotel did that purpose more than fair. There are some restaurants and bars next to the beach just 10min of walking distance from the hotel.,close_to_airport,body,True,
14,,gt,Location,Positive,good_location,We wanted a hotel for a night that is close to the airport and this hotel did that purpose more than fair. There are some restaurants and bars next to the beach just 10min of walking distance from the hotel.,beach,body,True,
14,,gt,Location,Positive,good_location,We wanted a hotel for a night that is close to the airport and this hotel did that purpose more than fair. There are some restaurants and bars next to the beach just 10min of walking distance from the hotel.,no_evident_not_close_to_airport,cont,True,
14,,gt,Location,Positive,good_location,We wanted a hotel for a night that is close to the airport and this hotel did that purpose more than fair. There are some restaurants and bars next to the beach just 10min of walking distance from the hotel.,no_evident_not_beach,cont,True,
14,,gt,Staff,Negative,bad_staff,The receptionist didn't speak English properly,poorly_speaking_staff,body,True,
14,,gt,Staff,Negative,bad_staff,The receptionist didn't speak English properly,have_evident_poorly_speaking_staff,cont,True,
14,,gt,Room,Negative,bad_room,You can hear the airplanes coming and leaving from the airport all the time,hear_airplanes_room,body,True,
14,,gt,Room,Negative,bad_room,You can hear the airplanes coming and leaving from the airport all the time,have_evident_hear_airplanes_room,cont,True,
15,,gt,Location,Positive,good_location,"Chose really because it was reasonably close to the Airport for an early morning flight, yet could have a stroll along the nearby beach.",close_to_airport,body,True,
15,,gt,Location,Positive,good_location,"Chose really because it was reasonably close to the Airport for an early morning flight, yet could have a stroll along the nearby beach.",nearby_beach,body,True,
15,,gt,Location,Positive,good_location,"Chose really because it was reasonably close to the Airport for an early morning flight, yet could have a stroll along the nearby beach.",no_evident_not_close_to_airport,cont,True,
15,,gt,Location,Positive,good_location,"Chose really because it was reasonably close to the Airport for an early morning flight, yet could have a stroll along the nearby beach.",no_evident_not_nearby_beach,cont,True,
15,,gt,Staff,Positive,good_staff,The staff make it,make_it_staff,body,True,
15,,gt,Staff,Positive,good_staff,The staff make it,no_evident_not_make_it_staff,cont,True,
15,,gt,Location,Negative,bad_location,it is a bit on the edge of Larnaca - with frequent busses to the centre.,on_the_edge_of_larnaca,body,True,
15,,gt,Location,Negative,bad_location,it is a bit on the edge of Larnaca - with frequent busses to the centre.,frequent_busses_to_centre,body,True,
15,,gt,Location,Negative,bad_location,it is a bit on the edge of Larnaca - with frequent busses to the centre.,have_evident_on_the_edge_of_larnaca,cont,True,
15,,gt,Location,Negative,bad_location,it is a bit on the edge of Larnaca - with frequent busses to the centre.,have_evident_frequent_busses_to_centre,cont,True,
16,,gt,Room,Positive,good_room,"I liked the rooms- they are spacious, clean, the window view is nice too.",spacious_rooms,body,True,
16,,gt,Room,Positive,good_room,"I liked the rooms- they are spacious, clean, the window view is nice too.",clean_room,body,True,
16,,gt,Room,Positive,good_room,"I liked the rooms- they are spacious, clean, the window view is nice too.",nice_window_view,body,True,
16,,gt,Room,Positive,good_room,"I liked the rooms- they are spacious, clean, the window view is nice too.",no_evident_not_spacious_rooms,cont,True,
16,,gt,Room,Positive,good_room,"I liked the rooms- they are spacious, clean, the window view is nice too.",no_evident_not_clean_room,cont,True,
16,,gt,Room,Positive,good_room,"I liked the rooms- they are spacious, clean, the window view is nice too.",no_evident_not_nice_window_view,cont,True,
16,,gt,Food,Positive,good_food,"The restaurant downstairs is amazing- the food there is very very tasty and made with a lot of care- they care a lot about the details: olive oil galore, herbs- absolutely delicious!",tasty_food,body,True,
16,,gt,Food,Positive,good_food,"The restaurant downstairs is amazing- the food there is very very tasty and made with a lot of care- they care a lot about the details: olive oil galore, herbs- absolutely delicious!",olive_oil_galore,body,True,
16,,gt,Food,Positive,good_food,"The restaurant downstairs is amazing- the food there is very very tasty and made with a lot of care- they care a lot about the details: olive oil galore, herbs- absolutely delicious!",no_evident_not_tasty_food,cont,True,
16,,gt,Food,Positive,good_food,"The restaurant downstairs is amazing- the food there is very very tasty and made with a lot of care- they care a lot about the details: olive oil galore, herbs- absolutely delicious!",no_evident_not_olive_oil_galore,cont,True,
17,,gt,Staff,Positive,good_staff,The owner and staff were exceptionally friendly and supportive and helped with all our wishes.,friendly_staff,body,True,
17,,gt,Staff,Positive,good_staff,The owner and staff were exceptionally friendly and supportive and helped with all our wishes.,supportive_staff,body,True,
17,,gt,Staff,Positive,good_staff,The owner and staff were exceptionally friendly and supportive and helped with all our wishes.,no_evident_not_friendly_staff,cont,True,
17,,gt,Staff,Positive,good_staff,The owner and staff were exceptionally friendly and supportive and helped with all our wishes.,no_evident_not_supportive_staff,cont,True,
17,,gt,Room,Positive,good_room,Our room had a balcony with great view of the sea and surrounding area.,great_view_room,body,True,
17,,gt,Room,Positive,good_room,Our room had a balcony with great view of the sea and surrounding area.,no_evident_not_great_view_room,cont,True,
18,,gt,Staff,Positive,good_staff,"with extremely friendly reception and dining staff,",friendly_reception,body,True,
18,,gt,Staff,Positive,good_staff,"with extremely friendly reception and dining staff,",friendly_dining_staff,body,True,
18,,gt,Staff,Positive,good_staff,"with extremely friendly reception and dining staff,",no_evident_not_friendly_reception,cont,True,
18,,gt,Staff,Positive,good_staff,"with extremely friendly reception and dining staff,",no_evident_not_friendly_dining_staff,cont,True,
18,,gt,Food,Positive,good_food,Meals well prepared and good value.,well_prepared_meals,body,True,
18,,gt,Food,Positive,good_food,Meals well prepared and good value.,good_value,body,True,
18,,gt,Food,Positive,good_food,Meals well prepared and good value.,no_evident_not_well_prepared_meals,cont,True,
18,,gt,Food,Positive,good_food,Meals well prepared and good value.,no_evident_not_good_value,cont,True,
18,,gt,Location,Positive,good_location,Bus every 20 minutes to the centre of Larnaka.,bus_every_20_minutes_to_the_centre_of_larnaka,body,True,
18,,gt,Location,Positive,good_location,Bus every 20 minutes to the centre of Larnaka.,no_evident_not_bus_every_20_minutes_to_the_centre_of_larnaka,cont,True,
19,,gt,Location,Positive,good_location,Close to airport,close_to_airport,body,True,
19,,gt,Location,Positive,good_location,Close to airport,no_evident_not_close_to_airport,cont,True,
20,,gt,Room,Positive,good_room,clean,clean_room,body,True,
20,,gt,Room,Positive,good_room,clean,no_evident_not_clean_room,cont,True,
20,,gt,Staff,Positive,good_staff,friendly stuff,friendly_staff,body,True,
20,,gt,Staff,Positive,good_staff,friendly stuff,no_evident_not_friendly_staff,cont,True,
21,,gt,Room,Positive,good_room,The hotel is impressive how clean nice and comfortable it is,clean_room,body,True,
21,,gt,Room,Positive,good_room,The hotel is impressive how clean nice and comfortable it is,nice_room,body,True,
21,,gt,Room,Positive,good_room,The hotel is impressive how clean nice and comfortable it is,comfortable_room,body,True,
21,,gt,Room,Positive,good_room,The hotel is impressive how clean nice and comfortable it is,no_evident_not_clean_room,cont,True,
21,,gt,Room,Positive,good_room,The hotel is impressive how clean nice and comfortable it is,no_evident_not_nice_room,cont,True,
21,,gt,Room,Positive,good_room,The hotel is impressive how clean nice and comfortable it is,no_evident_not_comfortable_room,cont,True,
21,,gt,Staff,Positive,good_staff,however what will bring me back is the staff and the owners. Richard (the chef) is personally buying super fresh food for the restaurant. The owners have been super kind to me :),kind_staff,body,True,
21,,gt,Staff,Positive,good_staff,however what will bring me back is the staff and the owners. Richard (the chef) is personally buying super fresh food for the restaurant. The owners have been super kind to me :),fresh_food,body,True,
21,,gt,Staff,Positive,good_staff,however what will bring me back is the staff and the owners. Richard (the chef) is personally buying super fresh food for the restaurant. The owners have been super kind to me :),no_evident_not_kind_staff,cont,True,
21,,gt,Staff,Positive,good_staff,however what will bring me back is the staff and the owners. Richard (the chef) is personally buying super fresh food for the restaurant. The owners have been super kind to me :),no_evident_not_fresh_food,cont,True,
21,,gt,Food,Positive,good_food,Everything from breakfast to dinner is absolutely delicious.,delicious_food,body,True,
21,,gt,Food,Positive,good_food,Everything from breakfast to dinner is absolutely delicious.,no_evident_not_delicious_food,cont,True,
22,,gt,Room,Positive,good_room,"Room was perfect, looked new, clean shiny tiled floors and bathroom tiles, just every inch perfect and clean. Bed was really comfortable, lots of room for me to put my things",perfect_room,body,True,
22,,gt,Room,Positive,good_room,"Room was perfect, looked new, clean shiny tiled floors and bathroom tiles, just every inch perfect and clean. Bed was really comfortable, lots of room for me to put my things",new_room,body,True,
22,,gt,Room,Positive,good_room,"Room was perfect, looked new, clean shiny tiled floors and bathroom tiles, just every inch perfect and clean. Bed was really comfortable, lots of room for me to put my things",clean_floor,body,True,
22,,gt,Room,Positive,good_room,"Room was perfect, looked new, clean shiny tiled floors and bathroom tiles, just every inch perfect and clean. Bed was really comfortable, lots of room for me to put my things",bathroom_tiles,body,True,
22,,gt,Room,Positive,good_room,"Room was perfect, looked new, clean shiny tiled floors and bathroom tiles, just every inch perfect and clean. Bed was really comfortable, lots of room for me to put my things",comfortable_bed,body,True,
22,,gt,Room,Positive,good_room,"Room was perfect, looked new, clean shiny tiled floors and bathroom tiles, just every inch perfect and clean. Bed was really comfortable, lots of room for me to put my things",room_for_things,body,True,
22,,gt,Room,Positive,good_room,"Room was perfect, looked new, clean shiny tiled floors and bathroom tiles, just every inch perfect and clean. Bed was really comfortable, lots of room for me to put my things",no_evident_not_perfect_room,cont,True,
22,,gt,Room,Positive,good_room,"Room was perfect, looked new, clean shiny tiled floors and bathroom tiles, just every inch perfect and clean. Bed was really comfortable, lots of room for me to put my things",no_evident_not_new_room,cont,True,
22,,gt,Room,Positive,good_room,"Room was perfect, looked new, clean shiny tiled floors and bathroom tiles, just every inch perfect and clean. Bed was really comfortable, lots of room for me to put my things",no_evident_not_clean_floor,cont,True,
22,,gt,Room,Positive,good_room,"Room was perfect, looked new, clean shiny tiled floors and bathroom tiles, just every inch perfect and clean. Bed was really comfortable, lots of room for me to put my things",no_evident_not_bathroom_tiles,cont,True,
22,,gt,Room,Positive,good_room,"Room was perfect, looked new, clean shiny tiled floors and bathroom tiles, just every inch perfect and clean. Bed was really comfortable, lots of room for me to put my things",no_evident_not_comfortable_bed,cont,True,
22,,gt,Room,Positive,good_room,"Room was perfect, looked new, clean shiny tiled floors and bathroom tiles, just every inch perfect and clean. Bed was really comfortable, lots of room for me to put my things",no_evident_not_room_for_things,cont,True,
22,,gt,Room,Negative,bad_room,"although might have needed another set of drawers if there were two of us. Fridge could have been put on beforehand, the shower took a while to get hot,",another_set_of_drawers,body,True,
22,,gt,Room,Negative,bad_room,"although might have needed another set of drawers if there were two of us. Fridge could have been put on beforehand, the shower took a while to get hot,",fridge_could_have_been_put_on,body,True,
22,,gt,Room,Negative,bad_room,"although might have needed another set of drawers if there were two of us. Fridge could have been put on beforehand, the shower took a while to get hot,",shower_took_a_while_to_get_hot,body,True,
22,,gt,Room,Negative,bad_room,"although might have needed another set of drawers if there were two of us. Fridge could have been put on beforehand, the shower took a while to get hot,",have_evident_another_set_of_drawers,cont,True,
22,,gt,Room,Negative,bad_room,"although might have needed another set of drawers if there were two of us. Fridge could have been put on beforehand, the shower took a while to get hot,",have_evident_fridge_could_have_been_put_on,cont,True,
22,,gt,Room,Negative,bad_room,"although might have needed another set of drawers if there were two of us. Fridge could have been put on beforehand, the shower took a while to get hot,",have_evident_shower_took_a_while_to_get_hot,cont,True,
