Review ID,Run,Source,Topic,Sentiment,Head,Selected Content,Literal,Literal Type,Valid,Errors
2,,gt,Room,Negative,bad_room,"The room was very clean, well decorated and modern, although not big.",have_evident_not_big_room,cont,True,
2,,gt,Food,Positive,good_food,"Also, the breakfast was amazing, fresh and handmade! Especially vegetarian version with humus. The cook is great, and all staff was very kind and helpful.",fresh_breakfast,body,True,
2,,gt,Food,Positive,good_food,"Also, the breakfast was amazing, fresh and handmade! Especially vegetarian version with humus. The cook is great, and all staff was very kind and helpful.",handmade_breakfast,body,True,
2,,gt,Food,Positive,good_food,"Also, the breakfast was amazing, fresh and handmade! Especially vegetarian version with humus. The cook is great, and all staff was very kind and helpful.",vegetarian_version,body,True,
2,,gt,Food,Positive,good_food,"Also, the breakfast was amazing, fresh and handmade! Especially vegetarian version with humus. The cook is great, and all staff was very kind and helpful.",humus_breakfast,body,True,
2,,gt,Food,Positive,good_food,"Also, the breakfast was amazing, fresh and handmade! Especially vegetarian version with humus. The cook is great, and all staff was very kind and helpful.",great_cook,body,True,
2,,gt,Food,Positive,good_food,"Also, the breakfast was amazing, fresh and handmade! Especially vegetarian version with humus. The cook is great, and all staff was very kind and helpful.",kind_staff,body,True,
2,,gt,Food,Positive,good_food,"Also, the breakfast was amazing, fresh and handmade! Especially vegetarian version with humus. The cook is great, and all staff was very kind and helpful.",no_evident_not_fresh_breakfast,cont,True,
2,,gt,Food,Positive,good_food,"Also, the breakfast was amazing, fresh and handmade! Especially vegetarian version with humus. The cook is great, and all staff was very kind and helpful.",no_evident_not_handmade_breakfast,cont,True,
2,,gt,Food,Positive,good_food,"Also, the breakfast was amazing, fresh and handmade! Especially vegetarian version with humus. The cook is great, and all staff was very kind and helpful.",no_evident_not_vegetarian_version,cont,True,
2,,gt,Food,Positive,good_food,"Also, the breakfast was amazing, fresh and handmade! Especially vegetarian version with humus. The cook is great, and all staff was very kind and helpful.",no_evident_not_humus_breakfast,cont,True,
2,,gt,Food,Positive,good_food,"Also, the breakfast was amazing, fresh and handmade! Especially vegetarian version with humus. The cook is great, and all staff was very kind and helpful.",no_evident_not_great_cook,cont,True,
2,,gt,Food,Positive,good_food,"Also, the breakfast was amazing, fresh and handmade! Especially vegetarian version with humus. The cook is great, and all staff was very kind and helpful.",no_evident_not_kind_staff,cont,True,
2,,gt,Facility,Negative,bad_facility,"We had a really pleasant stay!, although not big,",pleasant_stay,body,True,
2,,gt,Facility,Negative,bad_facility,"We had a really pleasant stay!, although not big,",big_hotel,body,True,
2,,gt,Facility,Negative,bad_facility,"We had a really pleasant stay!, although not big,",have_evident_pleasant_stay,cont,True,
2,,gt,Facility,Negative,bad_facility,"We had a really pleasant stay!, although not big,",have_evident_big_hotel,cont,True,
2,,gt,Facility,Positive,good_facility,"I like hotels with a family atmosphere, cozy and not big,",cozy_hotel,body,True,
2,,gt,Facility,Positive,good_facility,"I like hotels with a family atmosphere, cozy and not big,",not_big_hotel,body,True,
2,,gt,Facility,Positive,good_facility,"I like hotels with a family atmosphere, cozy and not big,",no_evident_not_cozy_hotel,cont,True,
2,,gt,Facility,Positive,good_facility,"I like hotels with a family atmosphere, cozy and not big,",no_evident_not_not_big_hotel,cont,True,
3,,gt,Location,Positive,good_location,the location is great and near the airport. bus stop is very close.,great_location,body,True,
3,,gt,Location,Positive,good_location,the location is great and near the airport. bus stop is very close.,near_airport,body,True,
3,,gt,Location,Positive,good_location,the location is great and near the airport. bus stop is very close.,bus_stop,body,True,
3,,gt,Location,Positive,good_location,the location is great and near the airport. bus stop is very close.,no_evident_not_great_location,cont,True,
3,,gt,Location,Positive,good_location,the location is great and near the airport. bus stop is very close.,no_evident_not_near_airport,cont,True,
3,,gt,Location,Positive,good_location,the location is great and near the airport. bus stop is very close.,no_evident_not_bus_stop,cont,True,
4,,gt,Staff,Positive,good_staff,Great stuff,helpful_staff,body,True,
4,,gt,Staff,Positive,good_staff,Great stuff,easy_to_communicate_with,body,True,
4,,gt,Staff,Positive,good_staff,Great stuff,no_evident_not_helpful_staff,cont,True,
4,,gt,Staff,Positive,good_staff,Great stuff,no_evident_not_easy_to_communicate_with,cont,True,
4,,gt,Price,Positive,good_price,Great Quality/price,great_price,body,True,
4,,gt,Price,Positive,good_price,Great Quality/price,no_evident_not_great_price,cont,True,
4,,gt,Room,Positive,good_room,Clean,clean_room,body,True,
4,,gt,Room,Positive,good_room,Clean,no_evident_not_clean_room,cont,True,
5,,gt,Room,Positive,good_room,Clean and modern with very comfortable beds,clean_bed,body,True,
5,,gt,Room,Positive,good_room,Clean and modern with very comfortable beds,comfortable_bed,body,True,
5,,gt,Room,Positive,good_room,Clean and modern with very comfortable beds,no_evident_not_clean_bed,cont,True,
5,,gt,Room,Positive,good_room,Clean and modern with very comfortable beds,no_evident_not_comfortable_bed,cont,True,
5,,gt,Location,Positive,good_location,in a very convenient location.  An easy stroll to numerous nice restaurants and a great beach.,convenient_location,body,True,
5,,gt,Location,Positive,good_location,in a very convenient location.  An easy stroll to numerous nice restaurants and a great beach.,nice_restaurants,body,True,
5,,gt,Location,Positive,good_location,in a very convenient location.  An easy stroll to numerous nice restaurants and a great beach.,great_beach,body,True,
5,,gt,Location,Positive,good_location,in a very convenient location.  An easy stroll to numerous nice restaurants and a great beach.,no_evident_not_convenient_location,cont,True,
5,,gt,Location,Positive,good_location,in a very convenient location.  An easy stroll to numerous nice restaurants and a great beach.,no_evident_not_nice_restaurants,cont,True,
5,,gt,Location,Positive,good_location,in a very convenient location.  An easy stroll to numerous nice restaurants and a great beach.,no_evident_not_great_beach,cont,True,
6,,gt,Room,Positive,good_room,The room was exceptionally clean with a really comfortable bed,clean_room,body,True,
6,,gt,Room,Positive,good_room,The room was exceptionally clean with a really comfortable bed,comfortable_bed,body,True,
6,,gt,Room,Positive,good_room,The room was exceptionally clean with a really comfortable bed,no_evident_not_clean_room,cont,True,
6,,gt,Room,Positive,good_room,The room was exceptionally clean with a really comfortable bed,no_evident_not_comfortable_bed,cont,True,
8,,gt,Location,Positive,good_location,nice location,nice_location,body,True,
8,,gt,Location,Positive,good_location,nice location,no_evident_not_nice_location,cont,True,
8,,gt,Staff,Positive,good_staff,lovely personal,lovely_staff,body,True,
8,,gt,Staff,Positive,good_staff,lovely personal,no_evident_not_lovely_staff,cont,True,
9,,gt,Staff,Positive,good_staff,very helpful host showed us how nearby bus takes to town-cntre (and airport by the way,helpful_host,body,True,
9,,gt,Staff,Positive,good_staff,very helpful host showed us how nearby bus takes to town-cntre (and airport by the way,nearby_bus,body,True,
9,,gt,Staff,Positive,good_staff,very helpful host showed us how nearby bus takes to town-cntre (and airport by the way,town-centre,body,True,
9,,gt,Staff,Positive,good_staff,very helpful host showed us how nearby bus takes to town-cntre (and airport by the way,airport,body,True,
9,,gt,Staff,Positive,good_staff,very helpful host showed us how nearby bus takes to town-cntre (and airport by the way,no_evident_not_helpful_host,cont,True,
9,,gt,Staff,Positive,good_staff,very helpful host showed us how nearby bus takes to town-cntre (and airport by the way,no_evident_not_nearby_bus,cont,True,
9,,gt,Staff,Positive,good_staff,very helpful host showed us how nearby bus takes to town-cntre (and airport by the way,no_evident_not_town-centre,cont,True,
9,,gt,Staff,Positive,good_staff,very helpful host showed us how nearby bus takes to town-cntre (and airport by the way,no_evident_not_airport,cont,True,
10,,gt,Room,Positive,good_room,Great modern room comfortable bed,comfortable_bed,body,True,
10,,gt,Room,Positive,good_room,Great modern room comfortable bed,modern_room,body,True,
10,,gt,Room,Positive,good_room,Great modern room comfortable bed,no_evident_not_comfortable_bed,cont,True,
10,,gt,Room,Positive,good_room,Great modern room comfortable bed,no_evident_not_modern_room,cont,True,
10,,gt,Location,Positive,good_location,quiet location,quiet_location,body,True,
10,,gt,Location,Positive,good_location,quiet location,no_evident_not_quiet_location,cont,True,
11,,gt,Staff,Positive,good_staff,"The staff here are amazing beyond expectations..*****
  Maria at reception is just great she really took time to explain where to go how to get there and so helpful ... 🙏
  Richard the chef this guy is like the friendliest guy ever, such a nice guy with a permanent. Even the cleaning lady is so friendly and so nice to talk to. The owners are also great",helpful_staff,body,True,
11,,gt,Staff,Positive,good_staff,"The staff here are amazing beyond expectations..*****
  Maria at reception is just great she really took time to explain where to go how to get there and so helpful ... 🙏
  Richard the chef this guy is like the friendliest guy ever, such a nice guy with a permanent. Even the cleaning lady is so friendly and so nice to talk to. The owners are also great",friendly_guy,body,True,
11,,gt,Staff,Positive,good_staff,"The staff here are amazing beyond expectations..*****
  Maria at reception is just great she really took time to explain where to go how to get there and so helpful ... 🙏
  Richard the chef this guy is like the friendliest guy ever, such a nice guy with a permanent. Even the cleaning lady is so friendly and so nice to talk to. The owners are also great",nice_guy,body,True,
11,,gt,Staff,Positive,good_staff,"The staff here are amazing beyond expectations..*****
  Maria at reception is just great she really took time to explain where to go how to get there and so helpful ... 🙏
  Richard the chef this guy is like the friendliest guy ever, such a nice guy with a permanent. Even the cleaning lady is so friendly and so nice to talk to. The owners are also great",great_staff,body,True,
11,,gt,Staff,Positive,good_staff,"The staff here are amazing beyond expectations..*****
  Maria at reception is just great she really took time to explain where to go how to get there and so helpful ... 🙏
  Richard the chef this guy is like the friendliest guy ever, such a nice guy with a permanent. Even the cleaning lady is so friendly and so nice to talk to. The owners are also great",friendly_staff,body,True,
11,,gt,Staff,Positive,good_staff,"The staff here are amazing beyond expectations..*****
  Maria at reception is just great she really took time to explain where to go how to get there and so helpful ... 🙏
  Richard the chef this guy is like the friendliest guy ever, such a nice guy with a permanent. Even the cleaning lady is so friendly and so nice to talk to. The owners are also great",great_owners,body,True,
11,,gt,Staff,Positive,good_staff,"The staff here are amazing beyond expectations..*****
  Maria at reception is just great she really took time to explain where to go how to get there and so helpful ... 🙏
  Richard the chef this guy is like the friendliest guy ever, such a nice guy with a permanent. Even the cleaning lady is so friendly and so nice to talk to. The owners are also great",no_evident_not_helpful_staff,cont,True,
11,,gt,Staff,Positive,good_staff,"The staff here are amazing beyond expectations..*****
  Maria at reception is just great she really took time to explain where to go how to get there and so helpful ... 🙏
  Richard the chef this guy is like the friendliest guy ever, such a nice guy with a permanent. Even the cleaning lady is so friendly and so nice to talk to. The owners are also great",no_evident_not_friendly_guy,cont,True,
11,,gt,Staff,Positive,good_staff,"The staff here are amazing beyond expectations..*****
  Maria at reception is just great she really took time to explain where to go how to get there and so helpful ... 🙏
  Richard the chef this guy is like the friendliest guy ever, such a nice guy with a permanent. Even the cleaning lady is so friendly and so nice to talk to. The owners are also great",no_evident_not_nice_guy,cont,True,
11,,gt,Staff,Positive,good_staff,"The staff here are amazing beyond expectations..*****
  Maria at reception is just great she really took time to explain where to go how to get there and so helpful ... 🙏
  Richard the chef this guy is like the friendliest guy ever, such a nice guy with a permanent. Even the cleaning lady is so friendly and so nice to talk to. The owners are also great",no_evident_not_great_staff,cont,True,
11,,gt,Staff,Positive,good_staff,"The staff here are amazing beyond expectations..*****
  Maria at reception is just great she really took time to explain where to go how to get there and so helpful ... 🙏
  Richard the chef this guy is like the friendliest guy ever, such a nice guy with a permanent. Even the cleaning lady is so friendly and so nice to talk to. The owners are also great",no_evident_not_friendly_staff,cont,True,
11,,gt,Staff,Positive,good_staff,"The staff here are amazing beyond expectations..*****
  Maria at reception is just great she really took time to explain where to go how to get there and so helpful ... 🙏
  Richard the chef this guy is like the friendliest guy ever, such a nice guy with a permanent. Even the cleaning lady is so friendly and so nice to talk to. The owners are also great",no_evident_not_great_owners,cont,True,
11,,gt,Food,Positive,good_food,Oh yeah the food is great to and very reasonable prices ..,great_food,body,True,
11,,gt,Food,Positive,good_food,Oh yeah the food is great to and very reasonable prices ..,reasonable_prices,body,True,
11,,gt,Food,Positive,good_food,Oh yeah the food is great to and very reasonable prices ..,no_evident_not_great_food,cont,True,
11,,gt,Food,Positive,good_food,Oh yeah the food is great to and very reasonable prices ..,no_evident_not_reasonable_prices,cont,True,
11,,gt,Room,Positive,good_room,The rooms are spacious and clean great to stay .. I even got an upgrade,spacious_room,body,True,
11,,gt,Room,Positive,good_room,The rooms are spacious and clean great to stay .. I even got an upgrade,clean_room,body,True,
11,,gt,Room,Positive,good_room,The rooms are spacious and clean great to stay .. I even got an upgrade,upgrade_room,body,True,
11,,gt,Room,Positive,good_room,The rooms are spacious and clean great to stay .. I even got an upgrade,no_evident_not_spacious_room,cont,True,
11,,gt,Room,Positive,good_room,The rooms are spacious and clean great to stay .. I even got an upgrade,no_evident_not_clean_room,cont,True,
11,,gt,Room,Positive,good_room,The rooms are spacious and clean great to stay .. I even got an upgrade,no_evident_not_upgrade_room,cont,True,
11,,gt,Location,Positive,good_location,The bus stop which goes to and from the airport as well as the town center is a minutes walk away and just 2 euros,close_to_airport,body,True,
11,,gt,Location,Positive,good_location,The bus stop which goes to and from the airport as well as the town center is a minutes walk away and just 2 euros,minutes_walk,body,True,
11,,gt,Location,Positive,good_location,The bus stop which goes to and from the airport as well as the town center is a minutes walk away and just 2 euros,town_center,body,True,
11,,gt,Location,Positive,good_location,The bus stop which goes to and from the airport as well as the town center is a minutes walk away and just 2 euros,2_euros,body,True,
11,,gt,Location,Positive,good_location,The bus stop which goes to and from the airport as well as the town center is a minutes walk away and just 2 euros,no_evident_not_close_to_airport,cont,True,
11,,gt,Location,Positive,good_location,The bus stop which goes to and from the airport as well as the town center is a minutes walk away and just 2 euros,no_evident_not_minutes_walk,cont,True,
11,,gt,Location,Positive,good_location,The bus stop which goes to and from the airport as well as the town center is a minutes walk away and just 2 euros,no_evident_not_town_center,cont,True,
11,,gt,Location,Positive,good_location,The bus stop which goes to and from the airport as well as the town center is a minutes walk away and just 2 euros,no_evident_not_2_euros,cont,True,
12,,gt,Staff,Positive,good_staff,The staff were exceptional. So helpful and friendly. Went out of their way for us.,helpful_staff,body,True,
12,,gt,Staff,Positive,good_staff,The staff were exceptional. So helpful and friendly. Went out of their way for us.,friendly_staff,body,True,
12,,gt,Staff,Positive,good_staff,The staff were exceptional. So helpful and friendly. Went out of their way for us.,out_of_way_staff,body,True,
12,,gt,Staff,Positive,good_staff,The staff were exceptional. So helpful and friendly. Went out of their way for us.,no_evident_not_helpful_staff,cont,True,
12,,gt,Staff,Positive,good_staff,The staff were exceptional. So helpful and friendly. Went out of their way for us.,no_evident_not_friendly_staff,cont,True,
12,,gt,Staff,Positive,good_staff,The staff were exceptional. So helpful and friendly. Went out of their way for us.,no_evident_not_out_of_way_staff,cont,True,
12,,gt,Food,Positive,good_food,The breakfast was lovely with room service too.,lovely_breakfast,body,True,
12,,gt,Food,Positive,good_food,The breakfast was lovely with room service too.,room_service,body,True,
12,,gt,Food,Positive,good_food,The breakfast was lovely with room service too.,no_evident_not_lovely_breakfast,cont,True,
12,,gt,Food,Positive,good_food,The breakfast was lovely with room service too.,no_evident_not_room_service,cont,True,
12,,gt,Room,Positive,good_room,Very clean and comfortable.,clean_room,body,True,
12,,gt,Room,Positive,good_room,Very clean and comfortable.,comfortable_room,body,True,
12,,gt,Room,Positive,good_room,Very clean and comfortable.,no_evident_not_clean_room,cont,True,
12,,gt,Room,Positive,good_room,Very clean and comfortable.,no_evident_not_comfortable_room,cont,True,
13,,gt,Room,Positive,good_room,"The rooms are lovely and new, very clean and comfortable. The mattress was to my taste.",clean_room,body,True,
13,,gt,Room,Positive,good_room,"The rooms are lovely and new, very clean and comfortable. The mattress was to my taste.",new_room,body,True,
13,,gt,Room,Positive,good_room,"The rooms are lovely and new, very clean and comfortable. The mattress was to my taste.",comfortable_bed,body,True,
13,,gt,Room,Positive,good_room,"The rooms are lovely and new, very clean and comfortable. The mattress was to my taste.",no_evident_not_clean_room,cont,True,
13,,gt,Room,Positive,good_room,"The rooms are lovely and new, very clean and comfortable. The mattress was to my taste.",no_evident_not_new_room,cont,True,
13,,gt,Room,Positive,good_room,"The rooms are lovely and new, very clean and comfortable. The mattress was to my taste.",no_evident_not_comfortable_bed,cont,True,
13,,gt,Location,Positive,good_location,"Short drive to the airport and very well located, just a short walk from the promenade, coffee shops restaurants.",short_drive_to_airport,body,True,
13,,gt,Location,Positive,good_location,"Short drive to the airport and very well located, just a short walk from the promenade, coffee shops restaurants.",well_located,body,True,
13,,gt,Location,Positive,good_location,"Short drive to the airport and very well located, just a short walk from the promenade, coffee shops restaurants.",short_walk_from_promenade,body,True,
13,,gt,Location,Positive,good_location,"Short drive to the airport and very well located, just a short walk from the promenade, coffee shops restaurants.",coffee_shops,body,True,
13,,gt,Location,Positive,good_location,"Short drive to the airport and very well located, just a short walk from the promenade, coffee shops restaurants.",restaurants,body,True,
13,,gt,Location,Positive,good_location,"Short drive to the airport and very well located, just a short walk from the promenade, coffee shops restaurants.",no_evident_not_short_drive_to_airport,cont,True,
13,,gt,Location,Positive,good_location,"Short drive to the airport and very well located, just a short walk from the promenade, coffee shops restaurants.",no_evident_not_well_located,cont,True,
13,,gt,Location,Positive,good_location,"Short drive to the airport and very well located, just a short walk from the promenade, coffee shops restaurants.",no_evident_not_short_walk_from_promenade,cont,True,
13,,gt,Location,Positive,good_location,"Short drive to the airport and very well located, just a short walk from the promenade, coffee shops restaurants.",no_evident_not_coffee_shops,cont,True,
13,,gt,Location,Positive,good_location,"Short drive to the airport and very well located, just a short walk from the promenade, coffee shops restaurants.",no_evident_not_restaurants,cont,True,
13,,gt,Staff,Positive,good_staff,"The staff are so welcoming, we felt like staying with family.",welcoming_staff,body,True,
13,,gt,Staff,Positive,good_staff,"The staff are so welcoming, we felt like staying with family.",staying_with_family,body,True,
13,,gt,Staff,Positive,good_staff,"The staff are so welcoming, we felt like staying with family.",no_evident_not_welcoming_staff,cont,True,
13,,gt,Staff,Positive,good_staff,"The staff are so welcoming, we felt like staying with family.",no_evident_not_staying_with_family,cont,True,
14,,gt,Location,Positive,good_location,We wanted a hotel for a night that is close to the airport and this hotel did that purpose more than fair. There are some restaurants and bars next to the beach just 10min of walking distance from the hotel.,close_to_airport,body,True,
14,,gt,Location,Positive,good_location,We wanted a hotel for a night that is close to the airport and this hotel did that purpose more than fair. There are some restaurants and bars next to the beach just 10min of walking distance from the hotel.,beach,body,True,
14,,gt,Location,Positive,good_location,We wanted a hotel for a night that is close to the airport and this hotel did that purpose more than fair. There are some restaurants and bars next to the beach just 10min of walking distance from the hotel.,restaurants_and_bars_next_to_the_beach,body,True,
14,,gt,Location,Positive,good_location,We wanted a hotel for a night that is close to the airport and this hotel did that purpose more than fair. There are some restaurants and bars next to the beach just 10min of walking distance from the hotel.,no_evident_not_close_to_airport,cont,True,
14,,gt,Location,Positive,good_location,We wanted a hotel for a night that is close to the airport and this hotel did that purpose more than fair. There are some restaurants and bars next to the beach just 10min of walking distance from the hotel.,no_evident_not_beach,cont,True,
14,,gt,Location,Positive,good_location,We wanted a hotel for a night that is close to the airport and this hotel did that purpose more than fair. There are some restaurants and bars next to the beach just 10min of walking distance from the hotel.,no_evident_not_restaurants_and_bars_next_to_the_beach,cont,True,
14,,gt,Staff,Negative,bad_staff,The receptionist didn't speak English properly,helpful_staff,body,True,
14,,gt,Staff,Negative,bad_staff,The receptionist didn't speak English properly,easy_to_communicate_with,body,True,
14,,gt,Staff,Negative,bad_staff,The receptionist didn't speak English properly,have_evident_helpful_staff,cont,True,
14,,gt,Staff,Negative,bad_staff,The receptionist didn't speak English properly,have_evident_easy_to_communicate_with,cont,True,
14,,gt,Room,Negative,bad_room,You can hear the airplanes coming and leaving from the airport all the time,airplanes_leaving,body,True,
14,,gt,Room,Negative,bad_room,You can hear the airplanes coming and leaving from the airport all the time,airport,body,True,
14,,gt,Room,Negative,bad_room,You can hear the airplanes coming and leaving from the airport all the time,have_evident_airplanes_leaving,cont,True,
14,,gt,Room,Negative,bad_room,You can hear the airplanes coming and leaving from the airport all the time,have_evident_airport,cont,True,
15,,gt,Location,Positive,good_location,"Chose really because it was reasonably close to the Airport for an early morning flight, yet could have a stroll along the nearby beach.",close_to_airport,body,True,
15,,gt,Location,Positive,good_location,"Chose really because it was reasonably close to the Airport for an early morning flight, yet could have a stroll along the nearby beach.",nearby_beach,body,True,
15,,gt,Location,Positive,good_location,"Chose really because it was reasonably close to the Airport for an early morning flight, yet could have a stroll along the nearby beach.",no_evident_not_close_to_airport,cont,True,
15,,gt,Location,Positive,good_location,"Chose really because it was reasonably close to the Airport for an early morning flight, yet could have a stroll along the nearby beach.",no_evident_not_nearby_beach,cont,True,
15,,gt,Staff,Positive,good_staff,The staff make it,helpful_staff,body,True,
15,,gt,Staff,Positive,good_staff,The staff make it,easy_to_communicate_with,body,True,
15,,gt,Staff,Positive,good_staff,The staff make it,no_evident_not_helpful_staff,cont,True,
15,,gt,Staff,Positive,good_staff,The staff make it,no_evident_not_easy_to_communicate_with,cont,True,
15,,gt,Location,Negative,bad_location,it is a bit on the edge of Larnaca - with frequent busses to the centre.,on_edge,body,True,
15,,gt,Location,Negative,bad_location,it is a bit on the edge of Larnaca - with frequent busses to the centre.,frequent_busses,body,True,
15,,gt,Location,Negative,bad_location,it is a bit on the edge of Larnaca - with frequent busses to the centre.,centre,body,True,
15,,gt,Location,Negative,bad_location,it is a bit on the edge of Larnaca - with frequent busses to the centre.,have_evident_on_edge,cont,True,
15,,gt,Location,Negative,bad_location,it is a bit on the edge of Larnaca - with frequent busses to the centre.,have_evident_frequent_busses,cont,True,
15,,gt,Location,Negative,bad_location,it is a bit on the edge of Larnaca - with frequent busses to the centre.,have_evident_centre,cont,True,
16,,gt,Room,Positive,good_room,"I liked the rooms- they are spacious, clean, the window view is nice too.",spacious_room,body,True,
16,,gt,Room,Positive,good_room,"I liked the rooms- they are spacious, clean, the window view is nice too.",clean_room,body,True,
16,,gt,Room,Positive,good_room,"I liked the rooms- they are spacious, clean, the window view is nice too.",nice_window_view,body,True,
16,,gt,Room,Positive,good_room,"I liked the rooms- they are spacious, clean, the window view is nice too.",no_evident_not_spacious_room,cont,True,
16,,gt,Room,Positive,good_room,"I liked the rooms- they are spacious, clean, the window view is nice too.",no_evident_not_clean_room,cont,True,
16,,gt,Room,Positive,good_room,"I liked the rooms- they are spacious, clean, the window view is nice too.",no_evident_not_nice_window_view,cont,True,
16,,gt,Food,Positive,good_food,"The restaurant downstairs is amazing- the food there is very very tasty and made with a lot of care- they care a lot about the details: olive oil galore, herbs- absolutely delicious!",tasty_food,body,True,
16,,gt,Food,Positive,good_food,"The restaurant downstairs is amazing- the food there is very very tasty and made with a lot of care- they care a lot about the details: olive oil galore, herbs- absolutely delicious!",olive_oil,body,True,
16,,gt,Food,Positive,good_food,"The restaurant downstairs is amazing- the food there is very very tasty and made with a lot of care- they care a lot about the details: olive oil galore, herbs- absolutely delicious!",herbs,body,True,
16,,gt,Food,Positive,good_food,"The restaurant downstairs is amazing- the food there is very very tasty and made with a lot of care- they care a lot about the details: olive oil galore, herbs- absolutely delicious!",delicious_food,body,True,
16,,gt,Food,Positive,good_food,"The restaurant downstairs is amazing- the food there is very very tasty and made with a lot of care- they care a lot about the details: olive oil galore, herbs- absolutely delicious!",no_evident_not_tasty_food,cont,True,
16,,gt,Food,Positive,good_food,"The restaurant downstairs is amazing- the food there is very very tasty and made with a lot of care- they care a lot about the details: olive oil galore, herbs- absolutely delicious!",no_evident_not_olive_oil,cont,True,
16,,gt,Food,Positive,good_food,"The restaurant downstairs is amazing- the food there is very very tasty and made with a lot of care- they care a lot about the details: olive oil galore, herbs- absolutely delicious!",no_evident_not_herbs,cont,True,
16,,gt,Food,Positive,good_food,"The restaurant downstairs is amazing- the food there is very very tasty and made with a lot of care- they care a lot about the details: olive oil galore, herbs- absolutely delicious!",no_evident_not_delicious_food,cont,True,
17,,gt,Staff,Positive,good_staff,The owner and staff were exceptionally friendly and supportive and helped with all our wishes.,friendly_staff,body,True,
17,,gt,Staff,Positive,good_staff,The owner and staff were exceptionally friendly and supportive and helped with all our wishes.,supportive_staff,body,True,
17,,gt,Staff,Positive,good_staff,The owner and staff were exceptionally friendly and supportive and helped with all our wishes.,exceptionally_friendly_staff,body,True,
17,,gt,Staff,Positive,good_staff,The owner and staff were exceptionally friendly and supportive and helped with all our wishes.,no_evident_not_friendly_staff,cont,True,
17,,gt,Staff,Positive,good_staff,The owner and staff were exceptionally friendly and supportive and helped with all our wishes.,no_evident_not_supportive_staff,cont,True,
17,,gt,Staff,Positive,good_staff,The owner and staff were exceptionally friendly and supportive and helped with all our wishes.,no_evident_not_exceptionally_friendly_staff,cont,True,
